sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode
This is droplet [EM] droplet [EM] microscope [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear explanation.,0,6,This is 💧 💧 🔬 ✨ ❌ 🦠,This is {1F4A7} {1F4A7} {1F52C} {2728} {274C} {1F9A0}
This is droplet [EM] droplet [EM] sparkles.,This is clear explanation.,0,6,This is 💧 💧 ✨,This is {1F4A7} {1F4A7} {2728}
This is speaking_head [EM] thumbs_up_light_skin_tone.,This is clear explanation.,0,6,This is 🗣 👍🏻,This is {1F5E3} {1F44D + 1F3FB}
This is wind_face [EM] leaf_fluttering_in_wind [EM] thumbs_up.,This is clear explanation.,0,6,This is 🌬 🍃 👍,This is {1F32C} {1F343} {1F44D}
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear glass.,0,6,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C}
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear glass.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197}
This is eyes [EM] speaking_head.,This is clear glass.,0,6,This is 👀 🗣,This is {1F440} {1F5E3}
This is check_mark [EM] writing_hand.,This is clear glass.,0,6,This is ✔ ✍,This is {2714} {270D}
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear glass.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197}
This is speech_balloon [EM] check_mark [EM] cross_mark [EM] red_question_mark.,This is clear glass.,0,6,This is 💬 ✔ ❌ ❓,This is {1F4AC} {2714} {274C} {2753}
This is scroll [EM] magnifying_glass_tilted_right.,This is clear glass.,0,6,This is 📜 🔎,This is {1F4DC} {1F50E}
This is check_mark [EM] speaking_head.,This is clear water.,0,6,This is ✔ 🗣,This is {2714} {1F5E3}
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197}
This is brain [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 🧠 😲 🆗,This is {1F9E0} {1F632} {1F197}
This is detective [EM] scissors [EM] scroll.,This is clear water.,0,6,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC}
This is speech_balloon [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 💬 😲 🆗,This is {1F4AC} {1F632} {1F197}
This is detective [EM] scissors [EM] scroll.,This is clear water.,0,6,This is 🕵 ✂ 📜,This is {1F575} {2702} {1F4DC}
This is astonished_face [EM] astonished_face [EM] OK_button.,This is clear water.,0,6,This is 😲 😲 🆗,This is {1F632} {1F632} {1F197}
This is crystal_ball [EM] glasses.,This is clear-cut evidence.,0,6,This is 🔮 👓,This is {1F52E} {1F453}
This is thumbs_up [EM] sweat_droplets [EM] droplet.,This is clear-cut evidence.,0,6,This is 👍 💦 💧,This is {1F44D} {1F4A6} {1F4A7}
This is leaf_fluttering_in_wind [EM] cross_mark [EM] cigarette [EM] broom.,This is clear-cut evidence.,0,6,This is 🍃 ❌ 🚬 🧹,This is {1F343} {274C} {1F6AC} {1F9F9}
This is thinking_face [EM] white_question_mark [EM] man_teacher [EM] speaking_head [EM] light_bulb [EM] check_mark_button [EM] grinning_face.,This is clear-cut evidence.,0,6,This is 🤔 ❔ 👨‍🏫 🗣 💡 ✅ 😀,This is {1F914} {2754} {1F468 + 200D + 1F3EB} {1F5E3} {1F4A1} {2705} {1F600}
This is glasses [EM] magnifying_glass_tilted_left [EM] sparkles [EM] sparkles.,This is clear-cut evidence.,0,6,This is 👓 🔍 ✨ ✨,This is {1F453} {1F50D} {2728} {2728}
This is droplet [EM] droplet [EM] microscope [EM] sparkles [EM] cross_mark [EM] microbe.,This is clear-cut evidence.,0,6,This is 💧 💧 🔬 ✨ ❌ 🦠,This is {1F4A7} {1F4A7} {1F52C} {2728} {274C} {1F9A0}
This is thumbs_up_light_skin_tone [EM] wind_face.,This is clear-cut evidence.,0,6,This is 👍🏻 🌬,This is {1F44D + 1F3FB} {1F32C}
This is exclamation_question_mark [EM] exclamation_question_mark [EM] red_question_mark [EM] white_question_mark [EM] woman_shrugging [EM] person_shrugging [EM] man_shrugging.,This is unclear action.,0,6,This is ⁉ ⁉ ❓ ❔ 🤷‍♀ 🤷 🤷‍♂,This is {2049} {2049} {2753} {2754} {1F937 + 200D + 2640} {1F937} {1F937 + 200D + 2642}
This is speaking_head [EM] red_question_mark [EM] exclamation_question_mark [EM] thinking_face [EM] person_shrugging.,This is unclear action.,0,6,This is 🗣 ❓ ⁉ 🤔 🤷,This is {1F5E3} {2753} {2049} {1F914} {1F937}
This is face_with_spiral_eyes [EM] thinking_face.,This is unclear action.,0,6,This is 😵‍💫 🤔,This is {1F635 + 200D + 1F4AB} {1F914}
This is face_with_spiral_eyes [EM] face_with_raised_eyebrow [EM] red_question_mark.,This is unclear action.,0,6,This is 😵‍💫 🤨 ❓,This is {1F635 + 200D + 1F4AB} {1F928} {2753}
This is woman_shrugging [EM] speaking_head.,This is unclear action.,0,6,This is 🤷‍♀ 🗣,This is {1F937 + 200D + 2640} {1F5E3}
This is woman_shrugging [EM] speaking_head.,This is unclear action.,0,6,This is 🤷‍♀ 🗣,This is {1F937 + 200D + 2640} {1F5E3}
This is face_with_monocle [EM] red_question_mark.,This is unclear action.,0,6,This is 🧐 ❓,This is {1F9D0} {2753}
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep trance.,0,6,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913}
This is hole [EM] face_exhaling.,This is deep trance.,0,6,This is 🕳 😮‍💨,This is {1F573} {1F62E + 200D + 1F4A8}
This is face_exhaling.,This is deep trance.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is hole [EM] person_in_bed.,This is deep trance.,0,6,This is 🕳 🛌,This is {1F573} {1F6CC}
This is face_with_symbols_on_mouth [EM] exploding_head [EM] loudly_crying_face [EM] pensive_face.,This is deep trance.,0,6,This is 🤬 🤯 😭 😔,This is {1F92C} {1F92F} {1F62D} {1F614}
This is speaking_head [EM] deaf_man.,This is deep trance.,0,6,This is 🗣 🧏‍♂,This is {1F5E3} {1F9CF + 200D + 2642}
This is face_with_head-bandage [EM] scissors.,This is deep trance.,0,6,This is 🤕 ✂,This is {1F915} {2702}
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep trance.,0,6,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A}
This is face_with_crossed-out_eyes [EM] face_with_crossed-out_eyes [EM] face_with_crossed-out_eyes.,This is deep sigh.,0,6,This is 😵 😵 😵,This is {1F635} {1F635} {1F635}
This is thinking_face [EM] thinking_face.,This is deep sigh.,0,6,This is 🤔 🤔,This is {1F914} {1F914}
This is face_with_monocle [EM] exploding_head.,This is deep sigh.,0,6,This is 🧐 🤯,This is {1F9D0} {1F92F}
This is open_book.,This is deep sigh.,0,6,This is 📖,This is {1F4D6}
This is sleeping_face [EM] person_in_bed [EM] zzz [EM] zzz.,This is deep sigh.,0,6,This is 😴 🛌 zzz zzz.,This is {1F634} {1F6CC} {1F4A4} {1F4A4}.
This is hole [EM] face_savoring_food.,This is deep sigh.,0,6,This is 🕳 😋,This is {1F573} {1F60B}
This is face_exhaling.,This is deep sigh.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep sigh.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F}
This is face_exhaling.,This is deep cut.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep cut.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F}
This is sleeping_face [EM] sleeping_face [EM] sleeping_face.,This is deep cut.,0,6,This is 😴 😴 😴,This is {1F634} {1F634} {1F634}
This is sleeping_face [EM] sleeping_face [EM] zzz [EM] zzz.,This is deep cut.,0,6,This is 😴 😴 zzz zzz.,This is {1F634} {1F634} {1F4A4} {1F4A4}.
This is face_with_spiral_eyes.,This is deep cut.,0,6,This is 😵‍💫,This is {1F635 + 200D + 1F4AB}
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep cut.,0,6,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC}
This is face_with_crossed-out_eyes.,This is deep cut.,0,6,This is 😵,This is {1F635}
This is loudly_crying_face [EM] water_wave.,This is deep cut.,0,6,This is 😭 🌊,This is {1F62D} {1F30A}
This is open_book.,This is deep voice.,0,6,This is 📖,This is {1F4D6}
This is nose [EM] dashing_away.,This is deep voice.,0,6,This is 👃 💨,This is {1F443} {1F4A8}
This is drop_of_blood [EM] face_with_head-bandage.,This is deep voice.,0,6,This is 🩸 🤕,This is {1FA78} {1F915}
This is face_with_head-bandage [EM] scissors.,This is deep voice.,0,6,This is 🤕 ✂,This is {1F915} {2702}
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep voice.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F}
This is hole [EM] eyes.,This is deep voice.,0,6,This is 🕳 👀,This is {1F573} {1F440}
This is thinking_face [EM] face_with_monocle.,This is deep voice.,0,6,This is 🤔 🧐,This is {1F914} {1F9D0}
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep voice.,0,6,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC}
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep emotion.,0,6,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913}
This is disappointed_face [EM] disappointed_face.,This is deep emotion.,0,6,This is 😞 😞,This is {1F61E} {1F61E}
This is face_with_head-bandage [EM] scissors.,This is deep emotion.,0,6,This is 🤕 ✂,This is {1F915} {2702}
This is thinking_face [EM] speaking_head.,This is deep emotion.,0,6,This is 🤔 🗣,This is {1F914} {1F5E3}
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep emotion.,0,6,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913}
This is man_in_lotus_position.,This is deep emotion.,0,6,This is 🧘‍♂,This is {1F9D8 + 200D + 2642}
This is face_with_crossed-out_eyes.,This is deep emotion.,0,6,This is 😵,This is {1F635}
This is face_exhaling [EM] sad_but_relieved_face [EM] confused_face.,This is deep emotion.,0,6,This is 😮‍💨 😥 😕,This is {1F62E + 200D + 1F4A8} {1F625} {1F615}
This is speaking_head [EM] speaker_high_volume [EM] downwards_button.,This is deep concentration.,0,6,This is 🗣 🔊 🔽,This is {1F5E3} {1F50A} {1F53D}
This is face_with_spiral_eyes [EM] face_without_mouth.,This is deep concentration.,0,6,This is 😵‍💫 😶,This is {1F635 + 200D + 1F4AB} {1F636}
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep concentration.,0,6,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A}
This is index_pointing_up [EM] kitchen_knife [EM] drop_of_blood [EM] drop_of_blood.,This is deep concentration.,0,6,This is ☝ 🔪 🩸 🩸,This is {261D} {1F52A} {1FA78} {1FA78}
This is fast_down_button [EM] crying_face [EM] loudly_crying_face.,This is deep concentration.,0,6,This is ⏬ 😢 😭,This is {23EC} {1F622} {1F62D}
This is speaking_head.,This is deep concentration.,0,6,This is 🗣,This is {1F5E3}
This is face_exhaling.,This is deep concentration.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8}
This is hole [EM] face_savoring_food.,This is deep concentration.,0,6,This is 🕳 😋,This is {1F573} {1F60B}
This is speaking_head [EM] speaker_high_volume [EM] downwards_button.,This is deep sleep.,0,6,This is 🗣 🔊 🔽,This is {1F5E3} {1F50A} {1F53D}
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep sleep.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F}
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep sleep.,0,6,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A}
This is drop_of_blood [EM] face_screaming_in_fear [EM] face_with_crossed-out_eyes [EM] kitchen_knife.,This is deep sleep.,0,6,This is 🩸 😱 😵 🔪,This is {1FA78} {1F631} {1F635} {1F52A}
This is drop_of_blood [EM] face_screaming_in_fear [EM] face_with_crossed-out_eyes [EM] kitchen_knife.,This is deep sleep.,0,6,This is 🩸 😱 😵 🔪,This is {1FA78} {1F631} {1F635} {1F52A}
This is face_with_steam_from_nose [EM] wind_face.,This is deep sleep.,0,6,This is 😤 🌬,This is {1F624} {1F32C}
This is face_exhaling [EM] face_exhaling.,This is deep sleep.,0,6,This is 😮‍💨 😮‍💨,This is {1F62E + 200D + 1F4A8} {1F62E + 200D + 1F4A8}
This is page_with_curl [EM] page_facing_up [EM] nerd_face [EM] face_with_spiral_eyes.,This is deep sleep.,0,6,This is 📃 📄 🤓 😵‍💫,This is {1F4C3} {1F4C4} {1F913} {1F635 + 200D + 1F4AB}
This is thinking_face [EM] thinking_face.,This is deep breath.,0,6,This is 🤔 🤔,This is {1F914} {1F914}
This is drop_of_blood [EM] face_with_head-bandage.,This is deep breath.,0,6,This is 🩸 🤕,This is {1FA78} {1F915}
This is hole [EM] face_exhaling.,This is deep breath.,0,6,This is 🕳 😮‍💨,This is {1F573} {1F62E + 200D + 1F4A8}
This is face_with_head-bandage [EM] scissors.,This is deep breath.,0,6,This is 🤕 ✂,This is {1F915} {2702}
This is face_with_spiral_eyes [EM] face_without_mouth.,This is deep breath.,0,6,This is 😵‍💫 😶,This is {1F635 + 200D + 1F4AB} {1F636}
This is hole [EM] scissors.,This is deep breath.,0,6,This is 🕳 ✂,This is {1F573} {2702}
This is speaking_head [EM] man_white_hair.,This is deep breath.,0,6,This is 🗣 👨‍🦳,This is {1F5E3} {1F468 + 200D + 1F9B3}
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep breath.,0,6,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC}
This is snowflake [EM] dashing_away.,This is cool drink.,0,6,This is ❄ 💨,This is {2744} {1F4A8}
This is ice [EM] post_office.,This is cool drink.,0,6,This is 🧊 🏤,This is {1F9CA} {1F3E4}
This is neutral_face [EM] waving_hand.,This is cool drink.,0,6,This is 😐 👋,This is {1F610} {1F44B}
This is right-facing_fist [EM] left-facing_fist [EM] handshake.,This is cool drink.,0,6,This is 🤜 🤛 🤝,This is {1F91C} {1F91B} {1F91D}
This is dashing_away [EM] men_holding_hands.,This is cool drink.,0,6,This is 💨 👬,This is {1F4A8} {1F46C}
This is neutral_face [EM] waving_hand.,This is cool drink.,0,6,This is 😐 👋,This is {1F610} {1F44B}
This is thermometer [EM] cold_face [EM] house.,This is cool drink.,0,6,This is 🌡 🥶 🏠,This is {1F321} {1F976} {1F3E0}
This is dashing_away [EM] men_holding_hands.,This is cool drink.,0,6,This is 💨 👬,This is {1F4A8} {1F46C}
This is COOL_button [EM] leaf_fluttering_in_wind.,This is cool relation.,0,6,This is 🆒 🍃,This is {1F192} {1F343}
This is snowflake [EM] dashing_away.,This is cool relation.,0,6,This is ❄ 💨,This is {2744} {1F4A8}
This is dashing_away [EM] person_in_bed.,This is cool relation.,0,6,This is 💨 🛌,This is {1F4A8} {1F6CC}
This is ice [EM] tropical_drink [EM] beer_mug.,This is cool relation.,0,6,This is 🧊 🍹 🍺,This is {1F9CA} {1F379} {1F37A}
This is ice [EM] house.,This is cool relation.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0}
This is dashing_away [EM] woman [EM] desktop_computer.,This is cool relation.,0,6,This is 💨 👩 🖥,This is {1F4A8} {1F469} {1F5A5}
This is ice [EM] bottle_with_popping_cork.,This is cool relation.,0,6,This is 🧊 🍾,This is {1F9CA} {1F37E}
This is ice [EM] house.,This is cool relation.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0}
This is dashing_away [EM] men_holding_hands.,This is cool reception.,0,6,This is 💨 👬,This is {1F4A8} {1F46C}
This is ice [EM] house.,This is cool reception.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0}
This is snowflake [EM] dashing_away.,This is cool reception.,0,6,This is ❄ 💨,This is {2744} {1F4A8}
This is ice [EM] house.,This is cool reception.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0}
This is COOL_button [EM] woman_and_man_holding_hands.,This is cool reception.,0,6,This is 🆒 👫,This is {1F192} {1F46B}
This is snowflake [EM] dashing_away.,This is cool reception.,0,6,This is ❄ 💨,This is {2744} {1F4A8}
This is ice [EM] wind_face [EM] dashing_away.,This is cool reception.,0,6,This is 🧊 🌬 💨,This is {1F9CA} {1F32C} {1F4A8}
This is thermometer [EM] cold_face [EM] house.,This is cool reception.,0,6,This is 🌡 🥶 🏠,This is {1F321} {1F976} {1F3E0}
This is COOL_button [EM] people_holding_hands.,This is cool room.,0,6,This is 🆒 🧑‍🤝‍🧑,This is {1F192} {1F9D1 + 200D + 1F91D + 200D + 1F9D1}
This is dashing_away [EM] woman [EM] desktop_computer.,This is cool room.,0,6,This is 💨 👩 🖥,This is {1F4A8} {1F469} {1F5A5}
This is COOL_button [EM] hotel [EM] bellhop_bell [EM] telephone.,This is cool room.,0,6,This is 🆒 🏨 🛎 ☎,This is {1F192} {1F3E8} {1F6CE} {260E}
This is woman_standing [EM] studio_microphone [EM] telephone.,This is cool room.,0,6,This is 🧍‍♀ 🎙 ☎,This is {1F9CD + 200D + 2640} {1F399} {260E}
This is COOL_button [EM] cup_with_straw.,This is cool room.,0,6,This is 🆒 🥤,This is {1F192} {1F964}
This is COOL_button [EM] woman_and_man_holding_hands.,This is cool room.,0,6,This is 🆒 👫,This is {1F192} {1F46B}
This is dashing_away [EM] men_holding_hands.,This is cool room.,0,6,This is 💨 👬,This is {1F4A8} {1F46C}
This is dashing_away [EM] cup_with_straw.,This is cool room.,0,6,This is 💨 🥤,This is {1F4A8} {1F964}
This is right-facing_fist [EM] left-facing_fist [EM] handshake.,This is cool breeze.,0,6,This is 🤜 🤛 🤝,This is {1F91C} {1F91B} {1F91D}
This is COOL_button [EM] house.,This is cool breeze.,0,6,This is 🆒 🏠,This is {1F192} {1F3E0}
This is neutral_face [EM] waving_hand.,This is cool breeze.,0,6,This is 😐 👋,This is {1F610} {1F44B}
This is neutral_face [EM] waving_hand.,This is cool breeze.,0,6,This is 😐 👋,This is {1F610} {1F44B}
This is COOL_button [EM] couch_and_lamp.,This is cool breeze.,0,6,This is 🆒 🛋,This is {1F192} {1F6CB}
This is woman_standing [EM] studio_microphone [EM] telephone.,This is cool breeze.,0,6,This is 🧍‍♀ 🎙 ☎,This is {1F9CD + 200D + 2640} {1F399} {260E}
This is COOL_button [EM] person_tipping_hand.,This is cool breeze.,0,6,This is 🆒 💁,This is {1F192} {1F481}
This is ice [EM] man_standing [EM] woman_standing.,This is cool breeze.,0,6,This is 🧊 🧍‍♂ 🧍‍♀,This is {1F9CA} {1F9CD + 200D + 2642} {1F9CD + 200D + 2640}
This is person_shrugging [EM] light_rail [EM] clipboard.,This is inadequate income.,0,6,This is 🤷 🚈 📋,This is {1F937} {1F688} {1F4CB}
This is person_in_tuxedo [EM] man_in_tuxedo [EM] cross_mark.,This is inadequate income.,0,6,This is 🤵 🤵‍♂ ❌,This is {1F935} {1F935 + 200D + 2642} {274C}
This is cross_mark [EM] teacher.,This is inadequate income.,0,6,This is ❌ 🧑‍🏫,This is {274C} {1F9D1 + 200D + 1F3EB}
This is cross_mark [EM] person_tipping_hand.,This is inadequate income.,0,6,This is ❌ 💁,This is {274C} {1F481}
This is red_triangle_pointed_down [EM] woman_office_worker [EM] man_office_worker.,This is inadequate income.,0,6,This is 🔻 👩‍💼 👨‍💼,This is {1F53B} {1F469 + 200D + 1F4BC} {1F468 + 200D + 1F4BC}
This is warning [EM] woman_running [EM] flexed_biceps [EM] person_lifting_weights.,This is inadequate income.,0,6,This is ⚠ 🏃‍♀ 💪 🏋,This is {26A0} {1F3C3 + 200D + 2640} {1F4AA} {1F3CB}
