sent1,sent2,label,strategy,sent1_emoji,sent1_emoji_unicode,extracted
This is face_with_spiral_eyes [EM] thinking_face.,This is unclear action.,0,6,This is 😵‍💫 🤔,This is {1F635 + 200D + 1F4AB} {1F914},"face_with_spiral_eyes, thinking_face"
This is face_with_spiral_eyes [EM] face_with_raised_eyebrow [EM] red_question_mark.,This is unclear action.,0,6,This is 😵‍💫 🤨 ❓,This is {1F635 + 200D + 1F4AB} {1F928} {2753},"face_with_spiral_eyes, face_with_raised_eyebrow, red_question_mark"
This is woman_shrugging [EM] speaking_head.,This is unclear action.,0,6,This is 🤷‍♀ 🗣,This is {1F937 + 200D + 2640} {1F5E3},"woman_shrugging, speaking_head"
This is woman_shrugging [EM] speaking_head.,This is unclear action.,0,6,This is 🤷‍♀ 🗣,This is {1F937 + 200D + 2640} {1F5E3},"woman_shrugging, speaking_head"
This is face_with_monocle [EM] red_question_mark.,This is unclear action.,0,6,This is 🧐 ❓,This is {1F9D0} {2753},"face_with_monocle, red_question_mark"
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep trance.,0,6,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913},"fast_down_button, face_with_monocle, nerd_face"
This is hole [EM] face_exhaling.,This is deep trance.,0,6,This is 🕳 😮‍💨,This is {1F573} {1F62E + 200D + 1F4A8},"hole, face_exhaling"
This is face_exhaling.,This is deep trance.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8},
This is hole [EM] person_in_bed.,This is deep trance.,0,6,This is 🕳 🛌,This is {1F573} {1F6CC},"hole, person_in_bed"
This is face_with_symbols_on_mouth [EM] exploding_head [EM] loudly_crying_face [EM] pensive_face.,This is deep trance.,0,6,This is 🤬 🤯 😭 😔,This is {1F92C} {1F92F} {1F62D} {1F614},"face_with_symbols_on_mouth, exploding_head, loudly_crying_face, pensive_face"
This is speaking_head [EM] deaf_man.,This is deep trance.,0,6,This is 🗣 🧏‍♂,This is {1F5E3} {1F9CF + 200D + 2642},"speaking_head, deaf_man"
This is face_with_head-bandage [EM] scissors.,This is deep trance.,0,6,This is 🤕 ✂,This is {1F915} {2702},"face_with_head-bandage, scissors"
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep trance.,0,6,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A},"kitchen_knife, kitchen_knife, kitchen_knife"
This is face_with_crossed-out_eyes [EM] face_with_crossed-out_eyes [EM] face_with_crossed-out_eyes.,This is deep sigh.,0,6,This is 😵 😵 😵,This is {1F635} {1F635} {1F635},"face_with_crossed-out_eyes, face_with_crossed-out_eyes, face_with_crossed-out_eyes"
This is thinking_face [EM] thinking_face.,This is deep sigh.,0,6,This is 🤔 🤔,This is {1F914} {1F914},"thinking_face, thinking_face"
This is face_with_monocle [EM] exploding_head.,This is deep sigh.,0,6,This is 🧐 🤯,This is {1F9D0} {1F92F},"face_with_monocle, exploding_head"
This is open_book.,This is deep sigh.,0,6,This is 📖,This is {1F4D6},
This is sleeping_face [EM] person_in_bed [EM] zzz [EM] zzz.,This is deep sigh.,0,6,This is 😴 🛌 zzz zzz.,This is {1F634} {1F6CC} {1F4A4} {1F4A4}.,"sleeping_face, person_in_bed, zzz, zzz"
This is hole [EM] face_savoring_food.,This is deep sigh.,0,6,This is 🕳 😋,This is {1F573} {1F60B},"hole, face_savoring_food"
This is face_exhaling.,This is deep sigh.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8},
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep sigh.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F},"face_with_monocle, woman_technologist, pencil"
This is face_exhaling.,This is deep cut.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8},
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep cut.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F},"face_with_monocle, woman_technologist, pencil"
This is sleeping_face [EM] sleeping_face [EM] sleeping_face.,This is deep cut.,0,6,This is 😴 😴 😴,This is {1F634} {1F634} {1F634},"sleeping_face, sleeping_face, sleeping_face"
This is sleeping_face [EM] sleeping_face [EM] zzz [EM] zzz.,This is deep cut.,0,6,This is 😴 😴 zzz zzz.,This is {1F634} {1F634} {1F4A4} {1F4A4}.,"sleeping_face, sleeping_face, zzz, zzz"
This is face_with_spiral_eyes.,This is deep cut.,0,6,This is 😵‍💫,This is {1F635 + 200D + 1F4AB},
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep cut.,0,6,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC},"sleeping_face, sleepy_face, person_in_bed"
This is face_with_crossed-out_eyes.,This is deep cut.,0,6,This is 😵,This is {1F635},
This is loudly_crying_face [EM] water_wave.,This is deep cut.,0,6,This is 😭 🌊,This is {1F62D} {1F30A},"loudly_crying_face, water_wave"
This is open_book.,This is deep voice.,0,6,This is 📖,This is {1F4D6},
This is nose [EM] dashing_away.,This is deep voice.,0,6,This is 👃 💨,This is {1F443} {1F4A8},"nose, dashing_away"
This is drop_of_blood [EM] face_with_head-bandage.,This is deep voice.,0,6,This is 🩸 🤕,This is {1FA78} {1F915},"drop_of_blood, face_with_head-bandage"
This is face_with_head-bandage [EM] scissors.,This is deep voice.,0,6,This is 🤕 ✂,This is {1F915} {2702},"face_with_head-bandage, scissors"
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep voice.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F},"face_with_monocle, woman_technologist, pencil"
This is hole [EM] eyes.,This is deep voice.,0,6,This is 🕳 👀,This is {1F573} {1F440},"hole, eyes"
This is thinking_face [EM] face_with_monocle.,This is deep voice.,0,6,This is 🤔 🧐,This is {1F914} {1F9D0},"thinking_face, face_with_monocle"
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep voice.,0,6,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC},"sleeping_face, sleepy_face, person_in_bed"
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep emotion.,0,6,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913},"fast_down_button, face_with_monocle, nerd_face"
This is disappointed_face [EM] disappointed_face.,This is deep emotion.,0,6,This is 😞 😞,This is {1F61E} {1F61E},"disappointed_face, disappointed_face"
This is face_with_head-bandage [EM] scissors.,This is deep emotion.,0,6,This is 🤕 ✂,This is {1F915} {2702},"face_with_head-bandage, scissors"
This is thinking_face [EM] speaking_head.,This is deep emotion.,0,6,This is 🤔 🗣,This is {1F914} {1F5E3},"thinking_face, speaking_head"
This is fast_down_button [EM] face_with_monocle [EM] nerd_face.,This is deep emotion.,0,6,This is ⏬ 🧐 🤓,This is {23EC} {1F9D0} {1F913},"fast_down_button, face_with_monocle, nerd_face"
This is man_in_lotus_position.,This is deep emotion.,0,6,This is 🧘‍♂,This is {1F9D8 + 200D + 2642},
This is face_with_crossed-out_eyes.,This is deep emotion.,0,6,This is 😵,This is {1F635},
This is face_exhaling [EM] sad_but_relieved_face [EM] confused_face.,This is deep emotion.,0,6,This is 😮‍💨 😥 😕,This is {1F62E + 200D + 1F4A8} {1F625} {1F615},"face_exhaling, sad_but_relieved_face, confused_face"
This is speaking_head [EM] speaker_high_volume [EM] downwards_button.,This is deep concentration.,0,6,This is 🗣 🔊 🔽,This is {1F5E3} {1F50A} {1F53D},"speaking_head, speaker_high_volume, downwards_button"
This is face_with_spiral_eyes [EM] face_without_mouth.,This is deep concentration.,0,6,This is 😵‍💫 😶,This is {1F635 + 200D + 1F4AB} {1F636},"face_with_spiral_eyes, face_without_mouth"
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep concentration.,0,6,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A},"kitchen_knife, kitchen_knife, kitchen_knife"
This is index_pointing_up [EM] kitchen_knife [EM] drop_of_blood [EM] drop_of_blood.,This is deep concentration.,0,6,This is ☝ 🔪 🩸 🩸,This is {261D} {1F52A} {1FA78} {1FA78},"index_pointing_up, kitchen_knife, drop_of_blood, drop_of_blood"
This is fast_down_button [EM] crying_face [EM] loudly_crying_face.,This is deep concentration.,0,6,This is ⏬ 😢 😭,This is {23EC} {1F622} {1F62D},"fast_down_button, crying_face, loudly_crying_face"
This is speaking_head.,This is deep concentration.,0,6,This is 🗣,This is {1F5E3},
This is face_exhaling.,This is deep concentration.,0,6,This is 😮‍💨,This is {1F62E + 200D + 1F4A8},
This is hole [EM] face_savoring_food.,This is deep concentration.,0,6,This is 🕳 😋,This is {1F573} {1F60B},"hole, face_savoring_food"
This is speaking_head [EM] speaker_high_volume [EM] downwards_button.,This is deep sleep.,0,6,This is 🗣 🔊 🔽,This is {1F5E3} {1F50A} {1F53D},"speaking_head, speaker_high_volume, downwards_button"
This is face_with_monocle [EM] woman_technologist [EM] pencil.,This is deep sleep.,0,6,This is 🧐 👩‍💻 ✏,This is {1F9D0} {1F469 + 200D + 1F4BB} {270F},"face_with_monocle, woman_technologist, pencil"
This is kitchen_knife [EM] kitchen_knife [EM] kitchen_knife.,This is deep sleep.,0,6,This is 🔪 🔪 🔪,This is {1F52A} {1F52A} {1F52A},"kitchen_knife, kitchen_knife, kitchen_knife"
This is drop_of_blood [EM] face_screaming_in_fear [EM] face_with_crossed-out_eyes [EM] kitchen_knife.,This is deep sleep.,0,6,This is 🩸 😱 😵 🔪,This is {1FA78} {1F631} {1F635} {1F52A},"drop_of_blood, face_screaming_in_fear, face_with_crossed-out_eyes, kitchen_knife"
This is drop_of_blood [EM] face_screaming_in_fear [EM] face_with_crossed-out_eyes [EM] kitchen_knife.,This is deep sleep.,0,6,This is 🩸 😱 😵 🔪,This is {1FA78} {1F631} {1F635} {1F52A},"drop_of_blood, face_screaming_in_fear, face_with_crossed-out_eyes, kitchen_knife"
This is face_with_steam_from_nose [EM] wind_face.,This is deep sleep.,0,6,This is 😤 🌬,This is {1F624} {1F32C},"face_with_steam_from_nose, wind_face"
This is face_exhaling [EM] face_exhaling.,This is deep sleep.,0,6,This is 😮‍💨 😮‍💨,This is {1F62E + 200D + 1F4A8} {1F62E + 200D + 1F4A8},"face_exhaling, face_exhaling"
This is page_with_curl [EM] page_facing_up [EM] nerd_face [EM] face_with_spiral_eyes.,This is deep sleep.,0,6,This is 📃 📄 🤓 😵‍💫,This is {1F4C3} {1F4C4} {1F913} {1F635 + 200D + 1F4AB},"page_with_curl, page_facing_up, nerd_face, face_with_spiral_eyes"
This is thinking_face [EM] thinking_face.,This is deep breath.,0,6,This is 🤔 🤔,This is {1F914} {1F914},"thinking_face, thinking_face"
This is drop_of_blood [EM] face_with_head-bandage.,This is deep breath.,0,6,This is 🩸 🤕,This is {1FA78} {1F915},"drop_of_blood, face_with_head-bandage"
This is hole [EM] face_exhaling.,This is deep breath.,0,6,This is 🕳 😮‍💨,This is {1F573} {1F62E + 200D + 1F4A8},"hole, face_exhaling"
This is face_with_head-bandage [EM] scissors.,This is deep breath.,0,6,This is 🤕 ✂,This is {1F915} {2702},"face_with_head-bandage, scissors"
This is face_with_spiral_eyes [EM] face_without_mouth.,This is deep breath.,0,6,This is 😵‍💫 😶,This is {1F635 + 200D + 1F4AB} {1F636},"face_with_spiral_eyes, face_without_mouth"
This is hole [EM] scissors.,This is deep breath.,0,6,This is 🕳 ✂,This is {1F573} {2702},"hole, scissors"
This is speaking_head [EM] man_white_hair.,This is deep breath.,0,6,This is 🗣 👨‍🦳,This is {1F5E3} {1F468 + 200D + 1F9B3},"speaking_head, man_white_hair"
This is sleeping_face [EM] sleepy_face [EM] person_in_bed.,This is deep breath.,0,6,This is 😴 😪 🛌,This is {1F634} {1F62A} {1F6CC},"sleeping_face, sleepy_face, person_in_bed"
This is snowflake [EM] dashing_away.,This is cool drink.,0,6,This is ❄ 💨,This is {2744} {1F4A8},"snowflake, dashing_away"
This is ice [EM] post_office.,This is cool drink.,0,6,This is 🧊 🏤,This is {1F9CA} {1F3E4},"ice, post_office"
This is neutral_face [EM] waving_hand.,This is cool drink.,0,6,This is 😐 👋,This is {1F610} {1F44B},"neutral_face, waving_hand"
This is right-facing_fist [EM] left-facing_fist [EM] handshake.,This is cool drink.,0,6,This is 🤜 🤛 🤝,This is {1F91C} {1F91B} {1F91D},"right-facing_fist, left-facing_fist, handshake"
This is dashing_away [EM] men_holding_hands.,This is cool drink.,0,6,This is 💨 👬,This is {1F4A8} {1F46C},"dashing_away, men_holding_hands"
This is neutral_face [EM] waving_hand.,This is cool drink.,0,6,This is 😐 👋,This is {1F610} {1F44B},"neutral_face, waving_hand"
This is thermometer [EM] cold_face [EM] house.,This is cool drink.,0,6,This is 🌡 🥶 🏠,This is {1F321} {1F976} {1F3E0},"thermometer, cold_face, house"
This is dashing_away [EM] men_holding_hands.,This is cool drink.,0,6,This is 💨 👬,This is {1F4A8} {1F46C},"dashing_away, men_holding_hands"
This is COOL_button [EM] leaf_fluttering_in_wind.,This is cool relation.,0,6,This is 🆒 🍃,This is {1F192} {1F343},"COOL_button, leaf_fluttering_in_wind"
This is snowflake [EM] dashing_away.,This is cool relation.,0,6,This is ❄ 💨,This is {2744} {1F4A8},"snowflake, dashing_away"
This is dashing_away [EM] person_in_bed.,This is cool relation.,0,6,This is 💨 🛌,This is {1F4A8} {1F6CC},"dashing_away, person_in_bed"
This is ice [EM] tropical_drink [EM] beer_mug.,This is cool relation.,0,6,This is 🧊 🍹 🍺,This is {1F9CA} {1F379} {1F37A},"ice, tropical_drink, beer_mug"
This is ice [EM] house.,This is cool relation.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0},"ice, house"
This is dashing_away [EM] woman [EM] desktop_computer.,This is cool relation.,0,6,This is 💨 👩 🖥,This is {1F4A8} {1F469} {1F5A5},"dashing_away, woman, desktop_computer"
This is ice [EM] bottle_with_popping_cork.,This is cool relation.,0,6,This is 🧊 🍾,This is {1F9CA} {1F37E},"ice, bottle_with_popping_cork"
This is ice [EM] house.,This is cool relation.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0},"ice, house"
This is dashing_away [EM] men_holding_hands.,This is cool reception.,0,6,This is 💨 👬,This is {1F4A8} {1F46C},"dashing_away, men_holding_hands"
This is ice [EM] house.,This is cool reception.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0},"ice, house"
This is snowflake [EM] dashing_away.,This is cool reception.,0,6,This is ❄ 💨,This is {2744} {1F4A8},"snowflake, dashing_away"
This is ice [EM] house.,This is cool reception.,0,6,This is 🧊 🏠,This is {1F9CA} {1F3E0},"ice, house"
This is COOL_button [EM] woman_and_man_holding_hands.,This is cool reception.,0,6,This is 🆒 👫,This is {1F192} {1F46B},"COOL_button, woman_and_man_holding_hands"
This is snowflake [EM] dashing_away.,This is cool reception.,0,6,This is ❄ 💨,This is {2744} {1F4A8},"snowflake, dashing_away"
This is ice [EM] wind_face [EM] dashing_away.,This is cool reception.,0,6,This is 🧊 🌬 💨,This is {1F9CA} {1F32C} {1F4A8},"ice, wind_face, dashing_away"
This is thermometer [EM] cold_face [EM] house.,This is cool reception.,0,6,This is 🌡 🥶 🏠,This is {1F321} {1F976} {1F3E0},"thermometer, cold_face, house"
This is COOL_button [EM] people_holding_hands.,This is cool room.,0,6,This is 🆒 🧑‍🤝‍🧑,This is {1F192} {1F9D1 + 200D + 1F91D + 200D + 1F9D1},"COOL_button, people_holding_hands"
This is dashing_away [EM] woman [EM] desktop_computer.,This is cool room.,0,6,This is 💨 👩 🖥,This is {1F4A8} {1F469} {1F5A5},"dashing_away, woman, desktop_computer"
This is COOL_button [EM] hotel [EM] bellhop_bell [EM] telephone.,This is cool room.,0,6,This is 🆒 🏨 🛎 ☎,This is {1F192} {1F3E8} {1F6CE} {260E},"COOL_button, hotel, bellhop_bell, telephone"
This is woman_standing [EM] studio_microphone [EM] telephone.,This is cool room.,0,6,This is 🧍‍♀ 🎙 ☎,This is {1F9CD + 200D + 2640} {1F399} {260E},"woman_standing, studio_microphone, telephone"
This is COOL_button [EM] cup_with_straw.,This is cool room.,0,6,This is 🆒 🥤,This is {1F192} {1F964},"COOL_button, cup_with_straw"
This is COOL_button [EM] woman_and_man_holding_hands.,This is cool room.,0,6,This is 🆒 👫,This is {1F192} {1F46B},"COOL_button, woman_and_man_holding_hands"
This is dashing_away [EM] men_holding_hands.,This is cool room.,0,6,This is 💨 👬,This is {1F4A8} {1F46C},"dashing_away, men_holding_hands"
This is dashing_away [EM] cup_with_straw.,This is cool room.,0,6,This is 💨 🥤,This is {1F4A8} {1F964},"dashing_away, cup_with_straw"
This is right-facing_fist [EM] left-facing_fist [EM] handshake.,This is cool breeze.,0,6,This is 🤜 🤛 🤝,This is {1F91C} {1F91B} {1F91D},"right-facing_fist, left-facing_fist, handshake"
This is COOL_button [EM] house.,This is cool breeze.,0,6,This is 🆒 🏠,This is {1F192} {1F3E0},"COOL_button, house"
This is neutral_face [EM] waving_hand.,This is cool breeze.,0,6,This is 😐 👋,This is {1F610} {1F44B},"neutral_face, waving_hand"
This is neutral_face [EM] waving_hand.,This is cool breeze.,0,6,This is 😐 👋,This is {1F610} {1F44B},"neutral_face, waving_hand"
This is COOL_button [EM] couch_and_lamp.,This is cool breeze.,0,6,This is 🆒 🛋,This is {1F192} {1F6CB},"COOL_button, couch_and_lamp"
This is woman_standing [EM] studio_microphone [EM] telephone.,This is cool breeze.,0,6,This is 🧍‍♀ 🎙 ☎,This is {1F9CD + 200D + 2640} {1F399} {260E},"woman_standing, studio_microphone, telephone"
This is COOL_button [EM] person_tipping_hand.,This is cool breeze.,0,6,This is 🆒 💁,This is {1F192} {1F481},"COOL_button, person_tipping_hand"
This is ice [EM] man_standing [EM] woman_standing.,This is cool breeze.,0,6,This is 🧊 🧍‍♂ 🧍‍♀,This is {1F9CA} {1F9CD + 200D + 2642} {1F9CD + 200D + 2640},"ice, man_standing, woman_standing"
This is person_shrugging [EM] light_rail [EM] clipboard.,This is inadequate income.,0,6,This is 🤷 🚈 📋,This is {1F937} {1F688} {1F4CB},"person_shrugging, light_rail, clipboard"
This is person_in_tuxedo [EM] man_in_tuxedo [EM] cross_mark.,This is inadequate income.,0,6,This is 🤵 🤵‍♂ ❌,This is {1F935} {1F935 + 200D + 2642} {274C},"person_in_tuxedo, man_in_tuxedo, cross_mark"
This is cross_mark [EM] teacher.,This is inadequate income.,0,6,This is ❌ 🧑‍🏫,This is {274C} {1F9D1 + 200D + 1F3EB},"cross_mark, teacher"
This is cross_mark [EM] person_tipping_hand.,This is inadequate income.,0,6,This is ❌ 💁,This is {274C} {1F481},"cross_mark, person_tipping_hand"
This is red_triangle_pointed_down [EM] woman_office_worker [EM] man_office_worker.,This is inadequate income.,0,6,This is 🔻 👩‍💼 👨‍💼,This is {1F53B} {1F469 + 200D + 1F4BC} {1F468 + 200D + 1F4BC},"red_triangle_pointed_down, woman_office_worker, man_office_worker"
